"id","CTLabel","BoroName","BoroCode","CT2010","BoroCT2010","CDEligibil","NTACode","NTAName"
"316","692","Brooklyn","3","069200","3069200","I","BK58","Flatlands"
"317","728","Brooklyn","3","072800","3072800","I","BK58","Flatlands"
"318","734","Brooklyn","3","073400","3073400","I","BK58","Flatlands"
"319","736","Brooklyn","3","073600","3073600","E","BK58","Flatlands"
"32","156.01","Manhattan","1","015601","1015601","I","MN32","Yorkville"
"320","738","Brooklyn","3","073800","3073800","I","BK58","Flatlands"
"321","740","Brooklyn","3","074000","3074000","I","BK58","Flatlands"
"322","742","Brooklyn","3","074200","3074200","I","BK58","Flatlands"
"323","744","Brooklyn","3","074400","3074400","I","BK58","Flatlands"
"324","746","Brooklyn","3","074600","3074600","I","BK58","Flatlands"
"325","748","Brooklyn","3","074800","3074800","I","BK43","Midwood"
"326","750","Brooklyn","3","075000","3075000","E","BK43","Midwood"
"327","752","Brooklyn","3","075200","3075200","I","BK43","Midwood"
"328","754","Brooklyn","3","075400","3075400","I","BK43","Midwood"
"329","756","Brooklyn","3","075600","3075600","I","BK43","Midwood"
"33","156.02","Manhattan","1","015602","1015602","E","MN33","East Harlem South"
"330","760","Brooklyn","3","076000","3076000","I","BK43","Midwood"
"331","762","Brooklyn","3","076200","3076200","E","BK43","Midwood"
"332","764","Brooklyn","3","076400","3076400","I","BK42","Flatbush"
"333","768","Brooklyn","3","076800","3076800","E","BK43","Midwood"
"334","770","Brooklyn","3","077000","3077000","E","BK42","Flatbush"
"335","774","Brooklyn","3","077400","3077400","I","BK42","Flatbush"
"336","784","Brooklyn","3","078400","3078400","I","BK91","East Flatbush-Farragut"
"337","786","Brooklyn","3","078600","3078600","E","BK42","Flatbush"
"338","790","Brooklyn","3","079000","3079000","E","BK95","Erasmus"
"339","792","Brooklyn","3","079200","3079200","E","BK95","Erasmus"
"34","160.01","Manhattan","1","016001","1016001","I","MN40","Upper East Side-Carnegie Hill"
"340","796.01","Brooklyn","3","079601","3079601","E","BK60","Prospect Lefferts Gardens-Wingate"
"341","800","Brooklyn","3","080000","3080000","I","BK60","Prospect Lefferts Gardens-Wingate"
"342","804","Brooklyn","3","080400","3080400","E","BK60","Prospect Lefferts Gardens-Wingate"
"343","806","Brooklyn","3","080600","3080600","E","BK60","Prospect Lefferts Gardens-Wingate"
"344","810","Brooklyn","3","081000","3081000","E","BK60","Prospect Lefferts Gardens-Wingate"
"345","814","Brooklyn","3","081400","3081400","I","BK91","East Flatbush-Farragut"
"346","818","Brooklyn","3","081800","3081800","E","BK95","Erasmus"
"347","824","Brooklyn","3","082400","3082400","E","BK95","Erasmus"
"348","826","Brooklyn","3","082600","3082600","E","BK95","Erasmus"
"349","828","Brooklyn","3","082800","3082800","E","BK95","Erasmus"
"35","184","Manhattan","1","018400","1018400","E","MN34","East Harlem North"
"350","832","Brooklyn","3","083200","3083200","I","BK91","East Flatbush-Farragut"
"351","836","Brooklyn","3","083600","3083600","I","BK91","East Flatbush-Farragut"
"352","838","Brooklyn","3","083800","3083800","I","BK91","East Flatbush-Farragut"
"353","840","Brooklyn","3","084000","3084000","I","BK91","East Flatbush-Farragut"
"354","846","Brooklyn","3","084600","3084600","I","BK96","Rugby-Remsen Village"
"355","848","Brooklyn","3","084800","3084800","I","BK96","Rugby-Remsen Village"
"356","850","Brooklyn","3","085000","3085000","I","BK91","East Flatbush-Farragut"
"357","856","Brooklyn","3","085600","3085600","E","BK91","East Flatbush-Farragut"
"358","860","Brooklyn","3","086000","3086000","E","BK91","East Flatbush-Farragut"
"359","862","Brooklyn","3","086200","3086200","E","BK96","Rugby-Remsen Village"
"36","190","Manhattan","1","019000","1019000","I","MN11","Central Harlem South"
"360","864","Brooklyn","3","086400","3086400","I","BK96","Rugby-Remsen Village"
"361","866","Brooklyn","3","086600","3086600","E","BK96","Rugby-Remsen Village"
"362","868","Brooklyn","3","086800","3086800","E","BK96","Rugby-Remsen Village"
"363","870","Brooklyn","3","087000","3087000","E","BK91","East Flatbush-Farragut"
"364","872","Brooklyn","3","087200","3087200","I","BK91","East Flatbush-Farragut"
"365","874.01","Brooklyn","3","087401","3087401","E","BK60","Prospect Lefferts Gardens-Wingate"
"366","876","Brooklyn","3","087600","3087600","I","BK60","Prospect Lefferts Gardens-Wingate"
"367","878","Brooklyn","3","087800","3087800","E","BK60","Prospect Lefferts Gardens-Wingate"
"368","882","Brooklyn","3","088200","3088200","E","BK96","Rugby-Remsen Village"
"369","884","Brooklyn","3","088400","3088400","E","BK96","Rugby-Remsen Village"
"37","201.01","Manhattan","1","020101","1020101","I","MN09","Morningside Heights"
"370","886","Brooklyn","3","088600","3088600","E","BK96","Rugby-Remsen Village"
"371","888","Brooklyn","3","088800","3088800","E","BK96","Rugby-Remsen Village"
"372","890","Brooklyn","3","089000","3089000","E","BK96","Rugby-Remsen Village"
"373","894","Brooklyn","3","089400","3089400","E","BK81","Brownsville"
"374","896","Brooklyn","3","089600","3089600","E","BK81","Brownsville"
"375","898","Brooklyn","3","089800","3089800","E","BK81","Brownsville"
"376","902","Brooklyn","3","090200","3090200","E","BK81","Brownsville"
"377","906","Brooklyn","3","090600","3090600","E","BK81","Brownsville"
"378","916","Brooklyn","3","091600","3091600","E","BK81","Brownsville"
"379","918","Brooklyn","3","091800","3091800","E","BK81","Brownsville"
"38","201.02","Manhattan","1","020102","1020102","E","MN11","Central Harlem South"
"380","920","Brooklyn","3","092000","3092000","E","BK81","Brownsville"
"381","922","Brooklyn","3","092200","3092200","E","BK81","Brownsville"
"382","924","Brooklyn","3","092400","3092400","E","BK81","Brownsville"
"383","928","Brooklyn","3","092800","3092800","I","BK96","Rugby-Remsen Village"
"384","930","Brooklyn","3","093000","3093000","I","BK96","Rugby-Remsen Village"
"385","938","Brooklyn","3","093800","3093800","E","BK96","Rugby-Remsen Village"
"386","954","Brooklyn","3","095400","3095400","I","BK50","Canarsie"
"387","956","Brooklyn","3","095600","3095600","I","BK50","Canarsie"
"388","958","Brooklyn","3","095800","3095800","I","BK50","Canarsie"
"389","964","Brooklyn","3","096400","3096400","E","BK50","Canarsie"
"39","206","Manhattan","1","020600","1020600","E","MN03","Central Harlem North-Polo Grounds"
"390","966","Brooklyn","3","096600","3096600","I","BK50","Canarsie"
"391","968","Brooklyn","3","096800","3096800","I","BK50","Canarsie"
"392","970","Brooklyn","3","097000","3097000","I","BK50","Canarsie"
"393","984","Brooklyn","3","098400","3098400","I","BK50","Canarsie"
"394","986","Brooklyn","3","098600","3098600","I","BK50","Canarsie"
"395","988","Brooklyn","3","098800","3098800","I","BK50","Canarsie"
"396","990","Brooklyn","3","099000","3099000","I","BK50","Canarsie"
"397","992","Brooklyn","3","099200","3099200","I","BK50","Canarsie"
"398","994","Brooklyn","3","099400","3099400","I","BK50","Canarsie"
"399","996","Brooklyn","3","099600","3099600","I","BK50","Canarsie"
"4","197","Staten Island","5","019700","5019700","I","SI07","Westerleigh"
"40","218","Manhattan","1","021800","1021800","E","MN11","Central Harlem South"
"400","1004","Brooklyn","3","100400","3100400","I","BK50","Canarsie"
"401","1006","Brooklyn","3","100600","3100600","I","BK50","Canarsie"
"402","1008","Brooklyn","3","100800","3100800","E","BK50","Canarsie"
"403","1010","Brooklyn","3","101000","3101000","I","BK50","Canarsie"
"404","1012","Brooklyn","3","101200","3101200","E","BK50","Canarsie"
"405","1014","Brooklyn","3","101400","3101400","I","BK50","Canarsie"
"406","1016","Brooklyn","3","101600","3101600","I","BK50","Canarsie"
"407","1018","Brooklyn","3","101800","3101800","I","BK50","Canarsie"
"408","1020","Brooklyn","3","102000","3102000","I","BK50","Canarsie"
"409","1024","Brooklyn","3","102400","3102400","I","BK50","Canarsie"
"41","220","Manhattan","1","022000","1022000","E","MN11","Central Harlem South"
"410","1026","Brooklyn","3","102600","3102600","I","BK50","Canarsie"
"411","1110","Brooklyn","3","111000","3111000","E","BK82","East New York"
"412","1120","Brooklyn","3","112000","3112000","E","BK82","East New York"
"413","1122","Brooklyn","3","112200","3112200","E","BK85","East New York (Pennsylvania Ave)"
"414","1124","Brooklyn","3","112400","3112400","E","BK82","East New York"
"415","1126","Brooklyn","3","112600","3112600","E","BK85","East New York (Pennsylvania Ave)"
"416","1128","Brooklyn","3","112800","3112800","E","BK85","East New York (Pennsylvania Ave)"
"417","1130","Brooklyn","3","113000","3113000","E","BK85","East New York (Pennsylvania Ave)"
"418","1134","Brooklyn","3","113400","3113400","E","BK85","East New York (Pennsylvania Ave)"
"419","1146","Brooklyn","3","114600","3114600","E","BK83","Cypress Hills-City Line"
"42","229","Manhattan","1","022900","1022900","E","MN04","Hamilton Heights"
"420","1150","Brooklyn","3","115000","3115000","E","BK82","East New York"
"421","1152","Brooklyn","3","115200","3115200","E","BK82","East New York"
"422","1156","Brooklyn","3","115600","3115600","E","BK85","East New York (Pennsylvania Ave)"
"423","1158","Brooklyn","3","115800","3115800","E","BK85","East New York (Pennsylvania Ave)"
"424","1160","Brooklyn","3","116000","3116000","E","BK82","East New York"
"425","1162","Brooklyn","3","116200","3116200","E","BK82","East New York"
"426","1164","Brooklyn","3","116400","3116400","E","BK82","East New York"
"427","1166","Brooklyn","3","116600","3116600","E","BK82","East New York"
"428","1168","Brooklyn","3","116800","3116800","E","BK82","East New York"
"429","1170","Brooklyn","3","117000","3117000","E","BK82","East New York"
"43","234","Manhattan","1","023400","1023400","E","MN03","Central Harlem North-Polo Grounds"
"430","1172.01","Brooklyn","3","117201","3117201","E","BK83","Cypress Hills-City Line"
"431","1172.02","Brooklyn","3","117202","3117202","E","BK83","Cypress Hills-City Line"
"432","1192","Brooklyn","3","119200","3119200","E","BK82","East New York"
"433","1194","Brooklyn","3","119400","3119400","E","BK82","East New York"
"434","16","Bronx","2","001600","2001600","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park"
"435","27.01","Bronx","2","002701","2002701","E","BX39","Mott Haven-Port Morris"
"436","33","Bronx","2","003300","2003300","E","BX39","Mott Haven-Port Morris"
"437","35","Bronx","2","003500","2003500","E","BX39","Mott Haven-Port Morris"
"438","37","Bronx","2","003700","2003700","E","BX39","Mott Haven-Port Morris"
"439","38","Bronx","2","003800","2003800","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park"
"44","239","Manhattan","1","023900","1023900","E","MN36","Washington Heights South"
"440","40.01","Bronx","2","004001","2004001","E","BX55","Soundview-Bruckner"
"441","44","Bronx","2","004400","2004400","E","BX55","Soundview-Bruckner"
"442","48","Bronx","2","004800","2004800","E","BX55","Soundview-Bruckner"
"443","50.02","Bronx","2","005002","2005002","E","BX55","Soundview-Bruckner"
"444","68","Bronx","2","006800","2006800","E","BX55","Soundview-Bruckner"
"445","70","Bronx","2","007000","2007000","E","BX55","Soundview-Bruckner"
"446","89","Bronx","2","008900","2008900","E","BX27","Hunts Point"
"447","121.01","Bronx","2","012101","2012101","E","BX35","Morrisania-Melrose"
"448","121.02","Bronx","2","012102","2012102","E","BX27","Hunts Point"
"449","125","Bronx","2","012500","2012500","E","BX35","Morrisania-Melrose"
"45","249","Manhattan","1","024900","1024900","E","MN36","Washington Heights South"
"450","127.01","Bronx","2","012701","2012701","E","BX27","Hunts Point"
"451","129.01","Bronx","2","012901","2012901","E","BX33","Longwood"
"452","130","Bronx","2","013000","2013000","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"453","131","Bronx","2","013100","2013100","E","BX33","Longwood"
"454","135","Bronx","2","013500","2013500","E","BX35","Morrisania-Melrose"
"455","143","Bronx","2","014300","2014300","E","BX14","East Concourse-Concourse Village"
"456","151","Bronx","2","015100","2015100","E","BX35","Morrisania-Melrose"
"457","159","Bronx","2","015900","2015900","E","BX27","Hunts Point"
"458","162","Bronx","2","016200","2016200","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"459","163","Bronx","2","016300","2016300","I","BX99","park-cemetery-etc-Bronx"
"46","253","Manhattan","1","025300","1025300","E","MN36","Washington Heights South"
"460","166","Bronx","2","016600","2016600","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"461","175","Bronx","2","017500","2017500","E","BX14","East Concourse-Concourse Village"
"462","177.01","Bronx","2","017701","2017701","E","BX14","East Concourse-Concourse Village"
"463","179.01","Bronx","2","017901","2017901","E","BX14","East Concourse-Concourse Village"
"464","179.02","Bronx","2","017902","2017902","E","BX14","East Concourse-Concourse Village"
"465","181.01","Bronx","2","018101","2018101","E","BX14","East Concourse-Concourse Village"
"466","181.02","Bronx","2","018102","2018102","E","BX14","East Concourse-Concourse Village"
"467","202","Bronx","2","020200","2020200","E","BX59","Westchester-Unionport"
"468","204","Bronx","2","020400","2020400","E","BX59","Westchester-Unionport"
"469","206.01","Bronx","2","020601","2020601","E","BX59","Westchester-Unionport"
"47","257","Manhattan","1","025700","1025700","E","MN11","Central Harlem South"
"470","216.01","Bronx","2","021601","2021601","E","BX08","West Farms-Bronx River"
"471","221.02","Bronx","2","022102","2022102","E","BX63","West Concourse"
"472","223","Bronx","2","022300","2022300","E","BX63","West Concourse"
"473","232","Bronx","2","023200","2023200","E","BX37","Van Nest-Morris Park-Westchester Square"
"474","236","Bronx","2","023600","2023600","I","BX37","Van Nest-Morris Park-Westchester Square"
"475","237.03","Bronx","2","023703","2023703","E","BX40","Fordham South"
"476","237.04","Bronx","2","023704","2023704","E","BX40","Fordham South"
"477","239","Bronx","2","023900","2023900","E","BX40","Fordham South"
"478","241","Bronx","2","024100","2024100","E","BX41","Mount Hope"
"479","243","Bronx","2","024300","2024300","E","BX36","University Heights-Morris Heights"
"48","261","Manhattan","1","026100","1026100","E","MN36","Washington Heights South"
"480","245.02","Bronx","2","024502","2024502","E","BX36","University Heights-Morris Heights"
"481","246","Bronx","2","024600","2024600","I","BX49","Pelham Parkway"
"482","249","Bronx","2","024900","2024900","I","BX36","University Heights-Morris Heights"
"483","250","Bronx","2","025000","2025000","E","BX49","Pelham Parkway"
"484","252","Bronx","2","025200","2025200","I","BX37","Van Nest-Morris Park-Westchester Square"
"485","254","Bronx","2","025400","2025400","I","BX37","Van Nest-Morris Park-Westchester Square"
"486","286","Bronx","2","028600","2028600","I","BX37","Van Nest-Morris Park-Westchester Square"
"487","287","Bronx","2","028700","2028700","I","BX29","Spuyten Duyvil-Kingsbridge"
"488","288","Bronx","2","028800","2028800","I","BX49","Pelham Parkway"
"489","301","Bronx","2","030100","2030100","I","BX29","Spuyten Duyvil-Kingsbridge"
"49","263","Manhattan","1","026300","1026300","E","MN36","Washington Heights South"
"490","312","Bronx","2","031200","2031200","I","BX31","Allerton-Pelham Gardens"
"491","314","Bronx","2","031400","2031400","I","BX31","Allerton-Pelham Gardens"
"492","316","Bronx","2","031600","2031600","I","BX31","Allerton-Pelham Gardens"
"493","318","Bronx","2","031800","2031800","I","BX31","Allerton-Pelham Gardens"
"494","324","Bronx","2","032400","2032400","E","BX07","Bronxdale"
"495","326","Bronx","2","032600","2032600","I","BX31","Allerton-Pelham Gardens"
"496","330","Bronx","2","033000","2033000","E","BX07","Bronxdale"
"497","338","Bronx","2","033800","2033800","E","BX07","Bronxdale"
"498","360","Bronx","2","036000","2036000","I","BX31","Allerton-Pelham Gardens"
"499","364","Bronx","2","036400","2036400","I","BX03","Eastchester-Edenwald-Baychester"
"5","20.02","Staten Island","5","002002","5002002","I","SI14","Grasmere-Arrochar-Ft. Wadsworth"
"50","267","Manhattan","1","026700","1026700","E","MN35","Washington Heights North"
"500","365.02","Bronx","2","036502","2036502","E","BX17","East Tremont"
"501","367","Bronx","2","036700","2036700","E","BX17","East Tremont"
"502","368","Bronx","2","036800","2036800","I","BX44","Williamsbridge-Olinville"
"503","370","Bronx","2","037000","2037000","I","BX44","Williamsbridge-Olinville"
"504","372","Bronx","2","037200","2037200","E","BX44","Williamsbridge-Olinville"
"505","387","Bronx","2","038700","2038700","E","BX06","Belmont"
"506","392","Bronx","2","039200","2039200","E","BX44","Williamsbridge-Olinville"
"507","394","Bronx","2","039400","2039400","E","BX44","Williamsbridge-Olinville"
"508","396","Bronx","2","039600","2039600","E","BX44","Williamsbridge-Olinville"
"509","398","Bronx","2","039800","2039800","I","BX44","Williamsbridge-Olinville"
"51","269","Manhattan","1","026900","1026900","E","MN35","Washington Heights North"
"510","399.02","Bronx","2","039902","2039902","E","BX05","Bedford Park-Fordham North"
"511","401","Bronx","2","040100","2040100","E","BX05","Bedford Park-Fordham North"
"512","403.03","Bronx","2","040303","2040303","E","BX28","Van Cortlandt Village"
"513","403.04","Bronx","2","040304","2040304","E","BX28","Van Cortlandt Village"
"514","404","Bronx","2","040400","2040400","I","BX44","Williamsbridge-Olinville"
"515","405.01","Bronx","2","040501","2040501","E","BX05","Bedford Park-Fordham North"
"516","405.02","Bronx","2","040502","2040502","E","BX05","Bedford Park-Fordham North"
"517","406","Bronx","2","040600","2040600","I","BX44","Williamsbridge-Olinville"
"518","407.01","Bronx","2","040701","2040701","E","BX28","Van Cortlandt Village"
"519","407.02","Bronx","2","040702","2040702","E","BX05","Bedford Park-Fordham North"
"52","277","Manhattan","1","027700","1027700","E","MN35","Washington Heights North"
"520","415","Bronx","2","041500","2041500","E","BX05","Bedford Park-Fordham North"
"521","422","Bronx","2","042200","2042200","E","BX44","Williamsbridge-Olinville"
"522","423","Bronx","2","042300","2042300","E","BX43","Norwood"
"523","424","Bronx","2","042400","2042400","I","BX44","Williamsbridge-Olinville"
"524","428","Bronx","2","042800","2042800","I","BX62","Woodlawn-Wakefield"
"525","429.02","Bronx","2","042902","2042902","E","BX43","Norwood"
"526","430","Bronx","2","043000","2043000","I","BX62","Woodlawn-Wakefield"
"527","434","Bronx","2","043400","2043400","E","BX62","Woodlawn-Wakefield"
"528","436","Bronx","2","043600","2043600","I","BX62","Woodlawn-Wakefield"
"529","451.01","Bronx","2","045101","2045101","I","BX62","Woodlawn-Wakefield"
"53","2","Brooklyn","3","000200","3000200","I","BK32","Sunset Park West"
"530","153","Bronx","2","015300","2015300","E","BX75","Crotona Park East"
"531","89","Staten Island","5","008900","5008900","I","SI22","West New Brighton-New Brighton-St. George"
"532","2","Queens","4","000200","4000200","E","QN53","Woodhaven"
"533","4","Queens","4","000400","4000400","I","QN53","Woodhaven"
"534","6","Queens","4","000600","4000600","E","QN53","Woodhaven"
"535","8","Queens","4","000800","4000800","I","QN53","Woodhaven"
"536","10","Queens","4","001000","4001000","I","QN53","Woodhaven"
"537","12","Queens","4","001200","4001200","I","QN53","Woodhaven"
"538","14","Queens","4","001400","4001400","I","QN53","Woodhaven"
"539","16","Queens","4","001600","4001600","E","QN53","Woodhaven"
"54","5.01","Brooklyn","3","000501","3000501","I","BK09","Brooklyn Heights-Cobble Hill"
"540","22","Queens","4","002200","4002200","I","QN53","Woodhaven"
"541","28","Queens","4","002800","4002800","I","QN54","Richmond Hill"
"542","31","Queens","4","003100","4003100","E","QN68","Queensbridge-Ravenswood-Long Island City"
"543","36","Queens","4","003600","4003600","E","QN53","Woodhaven"
"544","38","Queens","4","003800","4003800","I","QN53","Woodhaven"
"545","39","Queens","4","003900","4003900","E","QN68","Queensbridge-Ravenswood-Long Island City"
"546","40.01","Queens","4","004001","4004001","E","QN53","Woodhaven"
"547","42","Queens","4","004200","4004200","E","QN53","Woodhaven"
"548","44.01","Queens","4","004401","4004401","E","QN56","Ozone Park"
"549","50","Queens","4","005000","4005000","I","QN56","Ozone Park"
"55","20","Brooklyn","3","002000","3002000","E","BK32","Sunset Park West"
"550","51","Queens","4","005100","4005100","E","QN68","Queensbridge-Ravenswood-Long Island City"
"551","52","Queens","4","005200","4005200","E","QN53","Woodhaven"
"552","54","Queens","4","005400","4005400","I","QN56","Ozone Park"
"553","65.02","Queens","4","006502","4006502","E","QN70","Astoria"
"554","73","Queens","4","007300","4007300","I","QN71","Old Astoria"
"555","79","Queens","4","007900","4007900","E","QN71","Old Astoria"
"556","91","Queens","4","009100","4009100","E","QN71","Old Astoria"
"557","94","Queens","4","009400","4009400","E","QN55","South Ozone Park"
"558","97","Queens","4","009700","4009700","I","QN72","Steinway"
"559","101","Queens","4","010100","4010100","I","QN72","Steinway"
"56","41","Brooklyn","3","004100","3004100","I","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"560","102","Queens","4","010200","4010200","E","QN55","South Ozone Park"
"561","104","Queens","4","010400","4010400","E","QN55","South Ozone Park"
"562","106","Queens","4","010600","4010600","I","QN55","South Ozone Park"
"563","108","Queens","4","010800","4010800","I","QN54","Richmond Hill"
"564","111","Queens","4","011100","4011100","I","QN72","Steinway"
"565","112","Queens","4","011200","4011200","I","QN54","Richmond Hill"
"566","113","Queens","4","011300","4011300","E","QN72","Steinway"
"567","114","Queens","4","011400","4011400","E","QN54","Richmond Hill"
"568","115","Queens","4","011500","4011500","E","QN72","Steinway"
"569","116","Queens","4","011600","4011600","E","QN54","Richmond Hill"
"57","52.01","Brooklyn","3","005201","3005201","E","BK31","Bay Ridge"
"570","117","Queens","4","011700","4011700","I","QN72","Steinway"
"571","118","Queens","4","011800","4011800","I","QN54","Richmond Hill"
"572","119","Queens","4","011900","4011900","E","QN72","Steinway"
"573","121","Queens","4","012100","4012100","E","QN72","Steinway"
"574","124","Queens","4","012400","4012400","E","QN54","Richmond Hill"
"575","126.01","Queens","4","012601","4012601","E","QN54","Richmond Hill"
"576","126.02","Queens","4","012602","4012602","I","QN54","Richmond Hill"
"577","128","Queens","4","012800","4012800","I","QN54","Richmond Hill"
"578","130","Queens","4","013000","4013000","I","QN54","Richmond Hill"
"579","136","Queens","4","013600","4013600","I","QN60","Kew Gardens"
"58","52.02","Brooklyn","3","005202","3005202","I","BK31","Bay Ridge"
"580","140","Queens","4","014000","4014000","I","QN60","Kew Gardens"
"581","143","Queens","4","014300","4014300","E","QN70","Astoria"
"582","145","Queens","4","014500","4014500","I","QN70","Astoria"
"583","147","Queens","4","014700","4014700","I","QN70","Astoria"
"584","149","Queens","4","014900","4014900","E","QN70","Astoria"
"585","153","Queens","4","015300","4015300","I","QN70","Astoria"
"586","154","Queens","4","015400","4015400","I","QN54","Richmond Hill"
"587","156","Queens","4","015600","4015600","I","QN54","Richmond Hill"
"588","158.02","Queens","4","015802","4015802","E","QN55","South Ozone Park"
"589","161","Queens","4","016100","4016100","E","QN70","Astoria"
"59","58","Brooklyn","3","005800","3005800","E","BK31","Bay Ridge"
"590","164","Queens","4","016400","4016400","E","QN55","South Ozone Park"
"591","166","Queens","4","016600","4016600","E","QN55","South Ozone Park"
"592","168","Queens","4","016800","4016800","E","QN55","South Ozone Park"
"593","172","Queens","4","017200","4017200","I","QN55","South Ozone Park"
"594","178","Queens","4","017800","4017800","E","QN55","South Ozone Park"
"595","180","Queens","4","018000","4018000","E","QN55","South Ozone Park"
"596","184.01","Queens","4","018401","4018401","E","QN76","Baisley Park"
"597","184.02","Queens","4","018402","4018402","I","QN76","Baisley Park"
"598","185.01","Queens","4","018501","4018501","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"599","185.02","Queens","4","018502","4018502","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"6","64","Staten Island","5","006400","5006400","I","SI14","Grasmere-Arrochar-Ft. Wadsworth"
"60","60","Brooklyn","3","006000","3006000","I","BK31","Bay Ridge"
"600","186","Queens","4","018600","4018600","I","QN76","Baisley Park"
"601","190","Queens","4","019000","4019000","I","QN76","Baisley Park"
"602","230","Queens","4","023000","4023000","I","QN35","Briarwood-Jamaica Hills"
"603","232","Queens","4","023200","4023200","I","QN35","Briarwood-Jamaica Hills"
"604","236","Queens","4","023600","4023600","E","QN35","Briarwood-Jamaica Hills"
"605","238","Queens","4","023800","4023800","E","QN61","Jamaica"
"606","247","Queens","4","024700","4024700","I","QN63","Woodside"
"607","259","Queens","4","025900","4025900","E","QN63","Woodside"
"608","261","Queens","4","026100","4026100","E","QN63","Woodside"
"609","266","Queens","4","026600","4026600","E","QN01","South Jamaica"
"61","62","Brooklyn","3","006200","3006200","I","BK31","Bay Ridge"
"610","269.01","Queens","4","026901","4026901","E","QN29","Elmhurst"
"611","269.02","Queens","4","026902","4026902","E","QN29","Elmhurst"
"612","270","Queens","4","027000","4027000","I","QN01","South Jamaica"
"613","271","Queens","4","027100","4027100","E","QN29","Elmhurst"
"614","272","Queens","4","027200","4027200","E","QN76","Baisley Park"
"615","273","Queens","4","027300","4027300","E","QN28","Jackson Heights"
"616","274","Queens","4","027400","4027400","I","QN76","Baisley Park"
"617","275","Queens","4","027500","4027500","E","QN28","Jackson Heights"
"618","277","Queens","4","027700","4027700","E","QN28","Jackson Heights"
"619","279","Queens","4","027900","4027900","E","QN28","Jackson Heights"
"62","64","Brooklyn","3","006400","3006400","I","BK31","Bay Ridge"
"620","280","Queens","4","028000","4028000","I","QN08","St. Albans"
"621","281","Queens","4","028100","4028100","I","QN28","Jackson Heights"
"622","282","Queens","4","028200","4028200","I","QN08","St. Albans"
"623","283","Queens","4","028300","4028300","E","QN28","Jackson Heights"
"624","285","Queens","4","028500","4028500","I","QN28","Jackson Heights"
"625","287","Queens","4","028700","4028700","E","QN28","Jackson Heights"
"626","289","Queens","4","028900","4028900","E","QN28","Jackson Heights"
"627","309.03","Queens","4","030903","4030903","E","QN28","Jackson Heights"
"628","327","Queens","4","032700","4032700","E","QN28","Jackson Heights"
"629","329","Queens","4","032900","4032900","I","QN28","Jackson Heights"
"63","65","Brooklyn","3","006500","3006500","I","BK33","Carroll Gardens-Columbia Street-Red Hook"
"630","337","Queens","4","033700","4033700","E","QN28","Jackson Heights"
"631","339","Queens","4","033900","4033900","E","QN28","Jackson Heights"
"632","347","Queens","4","034700","4034700","I","QN28","Jackson Heights"
"633","351","Queens","4","035100","4035100","E","QN28","Jackson Heights"
"634","353","Queens","4","035300","4035300","E","QN27","East Elmhurst"
"635","361","Queens","4","036100","4036100","E","QN27","East Elmhurst"
"636","363","Queens","4","036300","4036300","E","QN27","East Elmhurst"
"637","365","Queens","4","036500","4036500","E","QN27","East Elmhurst"
"638","367","Queens","4","036700","4036700","E","QN27","East Elmhurst"
"639","371","Queens","4","037100","4037100","I","QN27","East Elmhurst"
"64","67","Brooklyn","3","006700","3006700","I","BK33","Carroll Gardens-Columbia Street-Red Hook"
"640","375","Queens","4","037500","4037500","E","QN26","North Corona"
"641","377","Queens","4","037700","4037700","E","QN26","North Corona"
"642","379","Queens","4","037900","4037900","E","QN26","North Corona"
"643","384","Queens","4","038400","4038400","I","QN08","St. Albans"
"644","394","Queens","4","039400","4039400","I","QN08","St. Albans"
"645","398","Queens","4","039800","4039800","I","QN08","St. Albans"
"646","399","Queens","4","039900","4039900","E","QN25","Corona"
"647","400","Queens","4","040000","4040000","I","QN08","St. Albans"
"648","401","Queens","4","040100","4040100","E","QN26","North Corona"
"649","402","Queens","4","040200","4040200","I","QN08","St. Albans"
"65","69","Brooklyn","3","006900","3006900","I","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"650","403","Queens","4","040300","4040300","E","QN26","North Corona"
"651","411","Queens","4","041100","4041100","E","QN25","Corona"
"652","413","Queens","4","041300","4041300","E","QN25","Corona"
"653","415","Queens","4","041500","4041500","E","QN25","Corona"
"654","434","Queens","4","043400","4043400","I","QN01","South Jamaica"
"655","443.01","Queens","4","044301","4044301","E","QN25","Corona"
"656","443.02","Queens","4","044302","4044302","E","QN25","Corona"
"657","446.02","Queens","4","044602","4044602","E","QN61","Jamaica"
"658","448","Queens","4","044800","4044800","E","QN35","Briarwood-Jamaica Hills"
"659","457","Queens","4","045700","4045700","E","QN29","Elmhurst"
"66","74","Brooklyn","3","007400","3007400","E","BK32","Sunset Park West"
"660","459","Queens","4","045900","4045900","I","QN29","Elmhurst"
"661","461","Queens","4","046100","4046100","E","QN29","Elmhurst"
